GPE 3d  N=64^3  L=32  dx=0.500  d=6  a=1  dt=0.02;  xi = 1, c = 1, Gamma = 2pi;  imaginary-time relax 1.0;  setup 2s
E_total 946.73606 = E_ki 578.72024 + E_kc 14.79088 + E_q 114.30217 + E_int 242.75339  (decomposition residual 4.0e-03)
   t     E_tot rel err    E_ki       E_kc       E_q        E_int     seam gap   slices cut by all 4   L1 line length
 55.0   -9.14e-07       628.40384    21.10312    103.77464    191.49419      1.64        0.672                164.0   (160s)
 55.3   -9.50e-07       628.65839    21.43054    102.66255    191.15834      0.26        0.672                164.0   (160s)
 55.5   -9.56e-07       628.68159    21.57566    102.49558    191.08076      4.17        0.641                160.0   (161s)
 55.8   -9.33e-07       628.41475    21.64165    102.73004    191.26787      3.94        0.641                160.0   (162s)
 56.0   -8.91e-07       628.14808    21.48369    103.04287    191.64669      3.64        0.641                160.0   (163s)
 56.3   -8.40e-07       627.92061    21.02101    103.27393    192.18045      3.29        0.641                160.0   (163s)
 56.5   -8.01e-07       627.69003    20.59096    103.74352    192.68051      2.98        0.641                160.0   (164s)
 56.8   -7.79e-07       627.20305    20.54382    104.76927    193.12739      2.54        0.641                172.0   (165s)
 57.0   -7.77e-07       626.87114    20.63935    105.46347    193.39503      2.14        0.641                172.0   (165s)
 57.3   -7.85e-07       626.04081    21.20178    105.11662    193.50413      1.48        0.641                172.0   (166s)
 57.5   -7.98e-07       625.27376    21.95872    104.60988    193.43806      0.35        0.641                176.0   (167s)
 57.8   -8.16e-07       624.39249    23.01451    104.21527    193.19992      4.30        0.609                164.0   (168s)
 58.0   -8.33e-07       623.76908    24.11236    104.45057    192.84536      4.02        0.609                164.0   (168s)
 58.3   -8.53e-07       623.26492    25.04095    104.09782    192.33720      3.72        0.609                164.0   (169s)
 58.5   -8.80e-07       622.96291    25.82625    103.84645    191.77753      3.39        0.609                160.0   (170s)
 58.8   -9.26e-07       622.81961    26.60868    104.21148    191.11900      2.94        0.609                160.0   (170s)
 59.0   -9.78e-07       622.86866    27.07740    105.12405    190.53380      2.40        0.609                168.0   (171s)
 59.3   -1.02e-06       623.03120    27.59418    106.89961    190.02099      1.57        0.609                168.0   (172s)
 59.5   -1.04e-06       623.31272    27.62515    107.22627    189.72691      5.76        0.578                164.0   (173s)
 59.8   -1.04e-06       623.86231    26.82285    105.51129    189.63112      5.61        0.578                172.0   (173s)
 60.0   -1.03e-06       624.66272    25.85469    104.54040    189.73114      5.50        0.578                168.0   (174s)
3-D reconnection at t_r = 15.8 (first slice loses its pair; gap 0.50 -> 1.35)
gap law before the cut: gap ~ (t_r - t)^p with p = 0.38 on 54 points  [registered 0.5 +/- 0.15]
across t_r +/- 3: E_ki 594.34660 -> 612.87967 (+3.1%), E_kc 17.14436 -> 22.62972 (+32.0%)
re-approach after the cut: none;  slices cut by both at T: 0.578
3-D verdict: reconnection YES, gap exponent in range, sound rises -> PASS
